Platform id,Platform name,Investment name,Sec id,Management type,Asset class,Investment type,Base currency,Management description,Growth proportion,Redemption period,Performance fee description,Investment description,Pds url,Fund manager,Fund issuer,Date requested,Date added,Backfill series ticker,Backfill series name,Entry fee,Exit fee,Management fee,Rebate,Total expense ratio,Admin fee,Action fee description,Requested by,Date removed,Exchange,Manager Full name,Manager Email,Manager Website,Manager Description,Issuer Full name,Issuer Email,Issuer Website,Issuer Description
SKNZSHARE,Simplicity NZ Share Fund,Simplicity NZ Share Fund,F000010FOQ,Managed Funds,Australasian equities,Open-End Fund,NZD,Passive - self described,0.0,2,,"The NZ Share Fund invests in securities listed in the New Zealand stock exchange (NZX), to generate a return similar to the performance of the NZ share market. It is designed to be the NZ share component of a diversified investment portfolio.",https://simplicity.kiwi/investment-funds/home/,Simplicity,Simplicity,2020-12-01 00:00:00,2021-01-01 00:00:00,BMK0043,"S&P/NZX 50 Index (Gross, backfilled)",0,0,0.001,,0.001,,,,,,Simplicity (NZ) Ltd,,www.simplicity.kiwi,,Simplicity (NZ) Ltd,,www.simplicity.kiwi,
EEMS.US,iShares MSCI Emerging Markets Small-Cap ETF,iShares MSCI Emerging Markets Small-Cap ETF,F00000M8DB,Listed Securities,International equities,Exchange-Traded Fund,,Passive - index,0.0,5,,The iShares MSCI Emerging Markets Small-Cap ETF seeks to track the investment results of an index composed of small-capitalisation emerging market equities.,https://www.ishares.com/us/products/etf-investments,BlackRock,BlackRock,2021-12-01 00:00:00,2022-01-01 00:00:00,,,,,0.0072,,0.0073,0.0001,,ben.brinkerhoff@consilium.co.nz,,,BlackRock Inc,isharesetfs@blackrock.com,www.ishares.com,iShares funds are powered by the expert portfolio and risk management of BlackRock. BlackRock managed over USD 11 trillion in assets on behalf of investors worldwide.,BlackRock Inc,isharesetfs@blackrock.com,www.ishares.com,iShares funds are powered by the expert portfolio and risk management of BlackRock. BlackRock managed over USD 11 trillion in assets on behalf of investors worldwide.
SWKS.US,Skyworks Solutions,Skyworks Solutions,0P000004ZF,Listed Securities,International equities,Stock,USD,,0.0,5,,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property worldwide.",https://investors.skyworksinc.com/,,Skyworks Solutions,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,,,,,,,,,,,,,Skyworks Solutions Inc,,,
SPF570,Spark Finance Ltd 3.94% 07/09/2026,Spark Finance Ltd 3.94% 07/09/2026,,Direct bonds and term deposits,New Zealand fixed interest,Bond,,,0.0,5,,Spark Finance Limited is a finance company for the Spark New Zealand Group. The Company raises debt funding in New Zealand and internationally.,https://investors.sparknz.co.nz/Investor-Centre/,,Spark Finance,2020-12-01 00:00:00,2021-01-01 00:00:00,BMK0044,S&P/NZX A-Grade Corporate Bond Index,,,,,,,,,,,,,,,Spark Finance Ltd,,,
VT.US,Vanguard Total World Stock Index Fund,Vanguard Total World Stock Index Fund,FOUSA06UUJ,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - index,0.0,5,,The Fund employs an indexing investment approach designed to track the performance of the FTSE Global All Cap Index. The investment seeks to track the performance of a benchmark index that measures the investment return of stocks of companies located in developed and emerging markets around the world.,https://investor.vanguard.com/investment-products/etfs/profile/vt,Vanguard,Vanguard,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0007000000000000001,,0.0007000000000000001,,,,,New York Stock Exchange,Vanguard Investments,,,,Vanguard Investments,,,
VTI.US,Vanguard Index Tst,Vanguard Total Stock Market Index,FEUSA0002P,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - index,0.0,5,,Seeks to track the performance of the CRSP US Total Market Index.,https://investor.vanguard.com/investment-products/list/etfs,Vanguard,Vanguard,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0003,,0.0003,,,,,,Vanguard Investments,,,,Vanguard Investments,,,
VTS.AU,Vanguard Total Stock Market Shares Index ETF,Vanguard Total Stock Market Shares Index ETF,F000003V1F,Listed Securities,International equities,Exchange-Traded Fund,AUD,Passive - index,0.0,5,,"The investment seeks to track the performance of a benchmark index that measures the investment return of the overall U.S. stock market. The CRSP US Total Market Index, represents approximately 100%of the investable U.S. stock market and includes large-, mid-, small-, and micro-cap stocks regularly traded on the New York Stock Exchange and Nasdaq.",https://www.vanguard.com.au/adviser/products/en/list/overview,Vanguard (Australia),Vanguard (Australia),2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0003,,0.0003,,,,,,Vanguard Investments Australia Ltd,clientservices@vanguard.com.au,www.vanguard.com.au,"Founded in 1975, Vanguard is the world's second largest fund manager, managing over USD 10 trillion in assets globally.",Vanguard Investments Australia Ltd,clientservices@vanguard.com.au,www.vanguard.com.au,"Founded in 1975, Vanguard is the world's second largest fund manager, managing over USD 10 trillion in assets globally."
VBR.US,Vanguard Small-Cap Value ETF,Vanguard Small-Cap Value ETF,FEUSA04ACH,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - index,0.0,5,,"Seeks to track the performance of the CRSP US Small Cap Value Index, which measures the investment return of small-capitalisation value stocks.",https://investor.vanguard.com/investment-products/etfs/profile/vbr,Vanguard,Vanguard,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0007,,0.0007,,,,,,Vanguard Investments,,,,Vanguard Investments,,,
RKLB.US,Rocket Lab USA Inc.,Rocket Lab USA Inc.,0P0001N6M5,Listed Securities,International equities,Stock,USD,,0.0,5,,"Rocket Lab is an end-to-end space company with an established track record of mission success. We deliver reliable launch services, spacecraft components, satellites and other spacecraft and on-orbit management solutions that make it faster, easier and more affordable to access space. We believe that space has defined some of humanity's greatest achievements and it continues to shape our future. We are motivated by the impact we can have on Earth by making it easier to get to space and to use it as a platform for innovation, exploration and infrastructure.",https://investors.rocketlabusa.com/overview/,,Rocket Lab,2021-06-15 00:00:00,2021-08-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,,,,,,,,Rocket Lab USA Inc,,,
VOO.US,Vanguard S&P 500 ETF,Vanguard S&P 500 ETF,F00000J3JR,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - index,0.0,5,,"Invests in stocks in the S&P 500 Index, representing 500 of the largest U.S. companies.",https://investor.vanguard.com/investment-products/etfs/profile/voo,Vanguard,Vanguard,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0003,,0.0003,,,,,,Vanguard Investments,,,,Vanguard Investments,,,
VGT.US,Vanguard Information Technology ETF,Vanguard Information Technology ETF,FEUSA04ACD,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - index,0.0,5,,"The Fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index/Information Technology 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the information technology sector, as classified under the Global Industry Classification Standard. It is non-diversified.",https://investor.vanguard.com/investment-products/list/etfs,Vanguard,Vanguard,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0009,,0.0009,,,,,,Vanguard Investments,,,,Vanguard Investments,,,
VUG.US,Vanguard Growth ETF,Vanguard Growth ETF,FEUSA04AC5,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - index,0.0,5,,Seeks to track the performance of the CRSP US Large Cap Growth Index.,https://investor.vanguard.com/investment-products/list/etfs,Vanguard,Vanguard,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0004,,0.0004,,,,,,Vanguard Investments,,,,Vanguard Investments,,,
VNQI.US,Vanguard Global ex-US Real Est,Vanguard Global ex-US Real Est,F00000J3JK,Listed Securities,Listed property,Exchange-Traded Fund,USD,Passive - index,0.0,5,,"Invests in stocks in the S&P Global ex-U.S. Property Index, representing real estate stocks in more than 30 countries.",https://investor.vanguard.com/investment-products/list/etfs,Vanguard,Vanguard,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0012,,0.0012,,,,,Nasdaq Stock Market,Vanguard Investments,,,,Vanguard Investments,,,
VEA.US,Vanguard FTSE Developed Markets ETF,Vanguard FTSE Developed Markets ETF,FOUSA06JJS,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - index,0.0,5,,"Seeks to track the investment performance of the FTSE Developed All Cap ex US Index. Provides a convenient way to match the performance of a diversified group of stocks of large-, mid-, and small-cap companies located in Canada and the major markets of Europe and the Pacific region. Follows a passively managed full-replication approach.",https://investor.vanguard.com/investment-products/list/etfs,Vanguard,Vanguard,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0006,,0.0006,,,,,,Vanguard Investments,,,,Vanguard Investments,,,
VNQ.US,Vanguard REIT - ETF,Vanguard REIT - ETF,FEUSA04ACZ,Listed Securities,Listed property,Exchange-Traded Fund,USD,Passive - self described,0.0,5,,"Invests in stocks issued by real estate investment trusts (REITs), companies that purchase office buildings, hotels, and other real property.",https://investor.vanguard.com/investment-products/list/etfs,Vanguard,Vanguard,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0013,,0.0013,,,,,,Vanguard Investments,,,,Vanguard Investments,,,
V.US,Visa Inc,Visa Inc,0P0000CPCP,Listed Securities,International equities,Stock,USD,,0.0,5,,"Visa Inc. operates as a payments technology company worldwide. The company facilitates commerce through the transfer of value and information among consumers, merchants, financial institutions, businesses, strategic partners, and government entities. ",https://investor.visa.com/,,Visa,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,,,,,,,,,,,,,Visa Inc,,,
ZTS.US,Zoetis Inc,Zoetis Inc,0P0000XYO2,Listed Securities,International equities,Stock,,,0.0,5,,"Zoetis Inc. is an American drug company, the world's largest producer of medicine and vaccinations for pets and livestock. The company was a subsidiary of Pfizer, the world's largest drug maker, but with Pfizer's spinoff of its 83% interest in the firm it is now a completely independent company.",https://investor.zoetis.com/home/default.aspx,,Zoetis,2024-05-17 00:00:00,2024-07-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Zoetis Inc,,http://www.zoetis.com/,
QQQM.US,Invesco NASDAQ 100 ETF,Invesco NASDAQ 100 ETF,F000015DO3,Listed Securities,International equities,Exchange-Traded Fund,,Passive - index,0.0,5,,The Invesco NASDAQ 100 ETF (Fund) is based on the NASDAQ-100 Index (Index). The Fund will invest at least 90% of its total assets in the securities that comprise the Index. The Index includes securities of 100 of the largest domestic and international nonfinancial companies listed on Nasdaq. The Fund and Index are rebalanced quarterly and reconstituted annually.,https://www.invesco.com/us/financial-products/etfs/,Invesco,Invesco,2021-11-05 00:00:00,2022-01-01 00:00:00,BMK0170,"NASDAQ 100 (Total return, USD)",,,0.0015,,0.0015,,,dai.eveleigh@firstcapital.co.nz,,,Invesco Ltd,,,,Invesco Ltd,,,
PLUG.US,Plug Power Inc,Plug Power Inc,0P000004DY,Listed Securities,International equities,Stock,,,0.0,5,,Plug Power Inc. is an American company engaged in the development of hydrogen fuel cell systems that replace conventional batteries in equipment and vehicles powered by electricity.,https://www.ir.plugpower.com/overview/default.aspx,,Plug Power,2021-11-02 00:00:00,2022-01-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Plug Power Inc,,,
ECL.US,Ecolab Inc,Ecolab Inc,0P000001V4,Listed Securities,International equities,Stock,,,0.0,5,,"Ecolab Inc., is an American corporation that develops and offers services, technology and systems that specialise in water treatment, purification, cleaning and hygiene in a wide variety of applications.",https://investor.ecolab.com/home/default.aspx,,Ecolab,2021-11-02 00:00:00,2022-01-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Ecolab Inc,,,
NFLX.US,Netflix Inc,Netflix Inc,0P000003UP,Listed Securities,International equities,Stock,,,0.0,5,,"Netflix , Inc. is an American subscription streaming service and production company. Launched in 1997, it offers a library of films and television series through distribution deals as well as its own productions, known as Netflix Originals.",https://ir.netflix.net/ir-overview/profile/default.aspx,,Netflix,2021-11-02 00:00:00,2022-01-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Netflix Inc,,,
GK.US,AdvisorShares Gerber Kawasaki ETF,AdvisorShares Gerber Kawasaki ETF,F000016PIK,Listed Securities,International equities,Exchange-Traded Fund,,Passive - index,0.0,5,,"The goal of the AdvisorShares Gerber Kawasaki ETF (GK) is to identify growth companies positioned to benefit from transformative changes in our society. GK focuses on multiple investment themes with potential widespread impact to create a growth-focused portfolio of large, mid and small cap stocks. To uncover the evolving large-scale trends it invests in, GK looks for sustainable change occurring in demographics, societal attitudes, environmental pressures, geopolitical upheaval, disruptive technologies, and product or service innovation.",https://advisorshares.com/etfs/,AdvisorShares,AdvisorShares,2021-10-28 00:00:00,2022-01-01 00:00:00,BMK0171,"Russell 1000 Growth (Total return, USD)",,,0.0075,,0.0075,0,,adam@compoundwealth.co.nz,,,AdvisorShares,,,,AdvisorShares,,,
PLTR.US,Palantir Technologies,Palantir Techûlogies,0P0001KOSE,Listed Securities,International equities,Stock,,,0.0,5,,"Palantir Technologies is a public American software company that specialises in big data analytics. Headquartered in Denver, Colorado, it was founded in 2003.",https://investors.palantir.com/,,Palantir Technologies,2024-05-17 00:00:00,2024-07-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Palantir Technologies Inc.,,,
MARA.US,Marathon Digital Holdings Inc,Marathon Digital Holdings Inc,0P0000STDD,Listed Securities,International equities,Stock,,,0.0,5,,"Marathon Digital Holdings Inc is a digital asset technology company which engages in mining cryptocurrencies, with a focus on the blockchain ecosystem and the generation of digital assets. The company was founded in 2010 and is headquartered in Las Vegas, NV.",https://marathondh.com/,,Marathon Digital Holdings,2021-10-20 00:00:00,2022-01-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,adam@compoundwealth.co.nz,,,,,,,Marathon Digital Holdings Inc,,,
DIS.US,Walt Disney Co,Walt Disney Co,0P000005UJ,Listed Securities,International equities,Stock,USD,,0.0,5,,"The Walt Disney Company, together with its subsidiaries, operates as an entertainment company worldwide.",https://thewaltdisneycompany.com/investor-relations/,,Walt Disney,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,,,,,,,,,,,,,Walt Disney Co,,,
HUT.CN,Hut 8 Mining Corp,Hut 8 Mining Corp,0P0001CTU6,Listed Securities,International equities,Stock,,,0.0,5,,"Hut 8 Mining Corp is a cryptocurrency mining and blockchain infrastructure company, which is focused solely on mining bitcoin. It provides investors with direct access to bitcoin, without the technical complexity or constraints of purchasing the underlying cryptocurrency. The company was foundedin 2011 and is headquartered in Toronto, Canada.",https://hut8mining.com/investors/,,Hut 8,2021-10-20 00:00:00,2022-01-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,adam@compoundwealth.co.nz,,,,,,,Hut 8 Mining Corp,,,
ZM.US,Zoom Video Communications Inc,Zoom Video Communications Inc,0P0001H823,Listed Securities,International equities,Stock,USD,,0.0,5,,"Zoom Video Communications, Inc. provides a video-first communications platform in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. ",https://investors.zoom.us/,,Zoom,2020-12-01 00:00:00,2021-01-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,,,,,,,,Zoom Video Communications Inc,,,
WWH.LN,Worldwide Healthcare Trust,Worldwide Healthcare Trust,F0GBR053PI,Listed Securities,International equities,Closed-End Fund,GBP,Active - performance fee,0.0,5,"The performance fee is calculated quarterly by comparing the cumulative NAV performance with the cumulative benchmark performance since the launch of the company in 1995. The performance fee payable to the Portfolio Manager, amounts to 15% of any outperformance over the Benchmark.","In order to achieve a high level of capital growth, the Company invests in the global healthcare sector and in a diversified portfolio of shares in pharmaceutical and biotechnology companies and related securities in the healthcare sector. It uses gearing, and derivative transactions to mitigate risk and also to enhance returns.",https://www.worldwidewh.com/corporate-information/key-information-document,Worldwide Healthcare Trust PLC,Worldwide Healthcare Trust PLC,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.008,,0.008,0,,,,London Stock Exchange,Worldwide Healthcare Trust PLC,info@frostrow.com,,,Worldwide Healthcare Trust PLC,info@frostrow.com,,
MSTR.US,MicroStrategy,MicroStrategy,0P000003M6,Listed Securities,International equities,Stock,,,0.0,5,,"MicroStrategy Incorporated is a company that provides business intelligence, mobile software and cloud-based services. Founded in 1989 the firm develops software to analyse internal and external data in order to make business decisions and to develop mobile apps.",https://www.microstrategy.com/en/investor-relations,,MicroStrategy,2021-10-20 00:00:00,2022-01-01 00:00:00,SIM_MSTR,Simulated Microstrategy,,,,,,,,adam@compoundwealth.co.nz,,,,,,,MicroStrategy Inc,,,
VAS.AU,Vanguard Australian Shares Index Fund ETF,Vanguard Australian Shares Index Fund ETF,F000002TI7,Listed Securities,Australasian equities,Exchange-Traded Fund,AUD,Passive - index,0.0,5,,"The ETF seeks to track the return (income and capital appreciation) of the S&P/ASX 300 Index before taking into account fund fees, expenses, and tax. The S&P/ASX 300 Accumulation Index is a free-float adjusted capitalisation weighted index of approximately 300 Australian equities (shares) representing over 90 per cent of the value of all Australian based companies and property trusts listed on the ASX.",https://www.vanguard.com.au/adviser/products/en/list/overview,Vanguard (Australia),Vanguard (Australia),2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0007,,0.0007,0,,,,,Vanguard Investments Australia Ltd,clientservices@vanguard.com.au,www.vanguard.com.au,"Founded in 1975, Vanguard is the world's second largest fund manager, managing over USD 10 trillion in assets globally.",Vanguard Investments Australia Ltd,clientservices@vanguard.com.au,www.vanguard.com.au,"Founded in 1975, Vanguard is the world's second largest fund manager, managing over USD 10 trillion in assets globally."
SPLIOSBO,SuperLife Invest Overseas Bonds Fund,SuperLife Invest Overseas Bonds Fund,F0000172SX,Managed Funds,International fixed interest,Open-End Fund,,Passive - index,0.0,5,,"The Overseas Bonds Fund is designed to provide a return (after tax, fees and other expenses) that reflects the after-tax return on international bond markets of developed economies.",https://www.superlife.co.nz/investment,Smartshares,Smartshares,2020-12-01 00:00:00,2021-01-01 00:00:00,BMK0018,Bloomberg Global Aggregate Bond Index (NZD),,,0.0049,,0.0049,,,,,,Smartshares Limited,,,,Smartshares Limited,,,
SPLINZPR,SuperLife Invest NZ Property Fund,SuperLife Invest NZ Property Fund,F0000172ST,Managed Funds,Listed property,Open-End Fund,NZD,Passive - index,0.0,10,,"Invests in New Zealand property and designed to track the return (before tax, fees and other expenses) on the S&P/NZX Real Estate Select Index.",https://www.superlife.co.nz/investment,Smartshares,Smartshares,2020-12-01 00:00:00,2021-01-01 00:00:00,BMK0131,S&P/NZX All Real Estate,,,0.0049,,0.0049,,,,,,Smartshares Limited,,,,Smartshares Limited,,,
SPLIGAB,SuperLife Invest Global Aggregate Bond Fund,SuperLife Invest Global Aggregate Bond Fund,F0000172SN,Managed Funds,International fixed interest,Open-End Fund,NZD,,0.0,3,,"To track the return (before tax, fees and other expenses) on the Bloomberg Barclays Global Aggregate Bond Index, 100% hedged to the New Zealand dollar.",https://www.superlife.co.nz/investment,Smartshares,Smartshares,2021-06-15 00:00:00,2021-08-01 00:00:00,BMK0018,Bloomberg Global Aggregate Bond Index (NZD),,,0.0049,,0.0049,,,,,,Smartshares Limited,,,,Smartshares Limited,,,
SPLIEME,Superlife Invest Emerging Markets Equity Fund,Superlife Invest Emerging Markets Equity Fund,F0000172SK,Managed Funds,International equities,Open-End Fund,NZD,,0.0,3,,"The Emerging Markets Fund is designed to provide a return (after tax, fees and other expenses) that reflects the after-tax return on international share markets of emerging economies.",https://www.superlife.co.nz/investment,Smartshares,Smartshares,2021-06-15 00:00:00,2021-08-01 00:00:00,BMK0025,MSCI Emerging Markets Index (net div.),0,0,0.0063,,0.0063,,,,,,Smartshares Limited,,,,Smartshares Limited,,,
SUM020,Summerset Group Holdings Ltd 4.20% 24/09/2025,Summerset Group Holdings Ltd 4.20% 24/09/2025,B20002F141,Direct bonds and term deposits,New Zealand fixed interest,Bond,,,0.0,5,,"Summerset Group Holdings Ltd. is a profit-oriented entity and develops, owns and operates integrated retirement villages, rest homes and hospitals for the elderly within New Zealand.",https://www.summerset.co.nz/investor-centre/bonds/,,Summerset,2020-12-01 00:00:00,2021-01-01 00:00:00,BMK0044,S&P/NZX A-Grade Corporate Bond Index,,,,,,,,,,,,,,,Summerset Group Holdings Ltd,,,
SUM030,Summerset Group Holdings Limited 2.30% 21/09/2027,Summerset Group Holdings Limited 2.30% 21/09/2027,,Direct bonds and term deposits,New Zealand fixed interest,Bond,,,0.0,5,,Summerset Holdings Limited is a New Zealand retirement village and aged care service provider.,https://www.summerset.co.nz/investor-centre/bonds/,,Summerset,2020-12-01 00:00:00,2021-01-01 00:00:00,BMK0044,S&P/NZX A-Grade Corporate Bond Index,,,,,,,,,,,,,,,Summerset Group Holdings Ltd,,,
SBUX.US,Starbucks Corp,Starbucks Corp,0P00000546,Listed Securities,International equities,Stock,USD,,0.0,5,,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. ",https://investor.starbucks.com/ir-home/default.aspx,,Starbucks,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,,,,,,,,,,,,,Starbucks Corp,,,
XYZ.US,Block Inc,Square Inc,0P00016Z2D,Listed Securities,International equities,Stock,USD,,0.0,5,,"Square, Inc. provides mobile payment solutions. The Company develops point-of-sale software that helps in digital receipts, inventory, and sales reports, as well as offers analytics and feedback. Square also provides financial and marketing services.",https://investors.block.xyz/overview/default.aspx,,Block,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,,,,,,,,,,,,,Block Inc,,,
PHYS.CN,Sprott Physical Gold Trust,Sprott Physical Gold Trust,F00000GWY1,Listed Securities,Commodities,Closed-End Fund,USD,,0.0,5,,"The Trust was created to invest and hold substantially all its assets in physical gold bullion. The Trust seeks to provide a secure, convenient, and exchange-traded investment alternative for investors interested in holding physical gold bullion without the inconvenience that is typical of a direct investment in physical gold bullion. The Trust does not anticipate making regular cash distributions to unitholders. The Trust intends to achieve its objective by investing primarily in long-term holdings of unencumbered, fully allocated, physical gold bullion and will not speculate regarding short-term changes in gold prices.",https://www.sprott.com/investment-strategies/physical-bullion-trusts/,Sprott Asset Management,Sprott Asset Management,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0041,,0.0041,0,,,,,Sprott Asset Management LP,info@sprott.com,,,Sprott Asset Management LP,info@sprott.com,,
SPY.US,SPDR S&P500 ETF Trust,SPDR S&P500 ETF Trust,FEUSA00001,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - index,0.0,5,,"The SPDR® S&P 500® ETF Trust seeks to provide investment results that, before expenses, correspond generally to the price and yield performance of the S&P 500®Index.",https://www.ssga.com/us/en/intermediary/etfs/fund-finder,SPDR,SPDR,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.000945,,0.000945,,,,,,SPDR State Street Global Advisors,,,,SPDR State Street Global Advisors,,,
STW.AU,SPDR S&P/ASX 200 Fund,SPDR S&P/ASX 200 Fund,FOUSA05XPR,Listed Securities,Australasian equities,Exchange-Traded Fund,AUD,Passive - index,0.0,5,,"The SPDR S&P/ASX 200 Fund, seeks to closely match, before fees and expenses, the returns of the S&P/ASX 200 Index. Low-cost exposure to over 90% of the Australian equity market capitalisation in a single transaction - a high level of diversification that can help reduce portfolio risk.",https://www.ssga.com/au/en_gb/intermediary/etfs/funds/spdr-spasx-200-fund-stw,SPDR,SPDR,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0005,,0.0005,,,,,,SPDR State Street Global Advisors,,,,SPDR State Street Global Advisors,,,
SPLINZBO,SuperLife NZ Bonds Fund,SuperLife NZ Bonds Fund,F0000172SP,Managed Funds,New Zealand fixed interest,Open-End Fund,NZD,Passive - index,0.0,5,,"The NZ Bonds Fund is designed to provide a return (after tax, fees and other expenses) that reflects the after-tax return on the New Zealand bond market.",https://www.superlife.co.nz/investment,Smartshares,Smartshares,2020-12-01 00:00:00,2021-01-01 00:00:00,BMK0044,S&P/NZX A-Grade Corporate Bond Index,,,0.0044,,0.0044,,,,,,Smartshares Limited,,,,Smartshares Limited,,,
TROPGEG,Harbour T. Rowe Price Global Equity Fund,Harbour T. Rowe Price Global Equity Fund,F00000WIVZ,Managed Funds,International equities,Open-End Fund,NZD,Active - Self described,0.0,4,,"The Fund invests primarily in a portfolio of securities of companies which are traded, listed or due to be listed, on recognised exchanges and/or markets throughout the world. It may include securities of companies traded on recognised exchanges of developing countries.",https://www.harbourasset.co.nz/our-funds/,Harbour,Harbour,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.011000000000000001,0.0037,0.008000000000000002,0.0007000000000000001,,,,,Harbour Asset Management Ltd,contactus@harbourasset.co.nz,www.harbourasset.co.nz,An experienced New Zealand based investment manager with more than NZD 7 billion in assets under management.,Harbour Asset Management Ltd,contactus@harbourasset.co.nz,www.harbourasset.co.nz,An experienced New Zealand based investment manager with more than NZD 7 billion in assets under management.
VAP.AU,Vanguard Australian Property Securities Index ETF,Vanguard Australian Property Securities Index ETF,F00000JXWN,Listed Securities,Listed property,Exchange-Traded Fund,AUD,Passive - index,0.0,5,,"The Fund employs an index management strategy designed to track the performance of the S&P/ASX 300 A-REIT index. To closely track the index, the Fund will aim to hold all of the property securities in the index at most times) allowing for individual security weightings to vary marginally from the index from time to time.",https://www.vanguard.com.au/adviser/products/en/list/overview,Vanguard (Australia),Vanguard (Australia),2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.0023,,0.0023,,,,,Australian Securities Exchange,Vanguard Investments Australia Ltd,clientservices@vanguard.com.au,www.vanguard.com.au,"Founded in 1975, Vanguard is the world's second largest fund manager, managing over USD 10 trillion in assets globally.",Vanguard Investments Australia Ltd,clientservices@vanguard.com.au,www.vanguard.com.au,"Founded in 1975, Vanguard is the world's second largest fund manager, managing over USD 10 trillion in assets globally."
GDXJ.US,VanEck Vectors Junior Gold Miners ETF,VanEck Vectors Junior Gold Miners ETF,F00000412F,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - index,0.0,5,,"VanEck Vectors® Junior Gold Miners ETF (GDXJ®) seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MVIS® Global Junior Gold Miners Index (MVGDXJTR), which is intended to track the overall performance of small-capitalisation companies that are involved primarily in the mining for gold and/or silver.",https://www.vaneck.com/us/en/etf-mutual-fund-finder/etfs/,VanEck,VanEck,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.005,,0.0052,0.0002,,,,,VanEck,,,,VanEck,,,
GDX.US,VanEck Vectors Gold Miners ETF,VanEck Vectors Gold Miners ETF,FEUSA04AFG,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - index,0.0,5,,"VanEck Vectors® Gold Miners ETF (GDX®) seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the NYSE Arca Gold Miners Index (GDMNTR), which is intended to track the overall performance of companies involved in the gold mining industry.",https://www.vaneck.com/us/en/etf-mutual-fund-finder/etfs/,VanEck,VanEck,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,0.005,,0.0051,0.0001,,,,,VanEck,,,,VanEck,,,
ULVR.LN,Unilever Plc,Unilever Plc,0P00007P0W,Listed Securities,International equities,Stock,GBP,,0.0,5,,"The Unilever Group, together with its subsidiaries, operates in the fast-moving consumer goods industry worldwide. ",https://www.unilever.com/investor-relations/shareholder-centre/,,Unilever,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,,,,,,,,,,,,,Unilever PLC,,,
UMI.BB,Umicore SA,Umicore SA,0P0000A5MP,Listed Securities,International equities,Stock,EUR,,0.0,5,,"Umicore SA operates as a materials technology and recycling company worldwide. The company operates through Catalysis, Energy & Surface Technologies, and Recycling segments. ",https://www.umicore.com/en/investors/,,Umicore SA,2020-12-01 00:00:00,2021-01-01 00:00:00,,,,,,,,,,,,,,,,,Umicore SA,,,
